Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR43917105753489408,"AMERICAN ADVANCEMENT, INC.",EIN ID 82-4871132,US,US-Federal,4,14200,12150,1042500,23725,91600,329000,90500,4387500,54900,59100,127500,11000,21400
AR439212907696226304,FRIENDS OF MAYOR WINNECKE,EIN ID 27-5251747,US,US-Federal,1,100,50,4500,100,400,1000,500,22500,200,300,750,50,0
AR439538019540664320,JON HOADLEY FOR CONGRESS,EIN ID 83-4216195,US,US-Federal,4,800,650,52250,1300,5000,17000,5000,217500,2900,3150,6750,600,1200
AR439641167475245056,GRADEL FOR CONGRESS,FEC ID C00703736,US,US-Federal,6,0,0,1000,25,100,0,0,7500,0,75,0,0,0
AR439816333421445120,"1SEO.COM, INC",EIN ID 27-2120863,US,US-Federal,5,700,600,47000,1175,4400,15000,4500,195000,2600,2850,6750,500,1000
AR439956177556602880,OUR ARIZONA VALUES,Registered in Arizona 100326,US,US-Federal,2,1300,1100,97750,2175,8400,29000,8500,382500,4900,5400,11250,1000,2000
AR440044344645255168,FRIENDS OF JERRED TAYLOR,EIN ID 83-2071477,US,US-Federal,23,700,600,52250,1200,4600,16000,4500,202500,2700,2925,6750,550,1000
AR44010358083420160,BÜNDNIS 90 / DIE GRÜNEN Ortsverband Aachen,,"DE, EU",EU-Parliament,3,3500,2900,253750,5700,22000,78000,21500,1050000,13000,14175,30000,2650,5200
AR440234766315290624,PERRY 2020,EIN ID 84-2221953,US,US-Federal,5,1100,1000,84500,1925,7400,26000,7500,352500,4400,4800,10500,900,1800
AR440392546233876480,ELECT KDP,Registered in Arizona 201800552,US,US-Federal,1,500,400,35000,800,3100,11000,3000,150000,1800,2025,4500,350,800
AR440753735803600896,MIKE CARROLL FOR IRVINE CITY COUNCIL 2020,Registered in California 1419202,US,US-Federal,17,3400,2850,247500,5625,21700,78000,21500,1042500,13000,14025,30000,2600,5000
AR440927596079742976,SCHUPP FOR CONGRESS,FEC ID C00729558,US,US-Federal,24,46500,39500,3437000,77275,297900,1050000,294000,14085000,176000,191775,411000,35800,70200
AR441018511947464704,"Citizens for Rauner, Inc.",EIN ID 46-2162120,US,US-Federal,73,36100,31150,2546250,60875,230700,803000,232000,10057500,134000,145050,321750,27500,53600
AR441028751149498368,Republican Governors Association (RGA) Colorado PAC,,US,US-Federal,15,11400,9850,785750,19250,72900,252000,73500,3165000,42100,45525,101250,8750,16800
AR441057407171297280,KANSANS FOR MARSHALL,FEC ID C00576173,US,US-Federal,21,24300,20750,1794250,40575,156400,551000,154500,7387500,92300,100650,216000,18750,36800
AR441093622335537152,KRISTEN FOR NY 93,EIN ID 84-3891834,US,US-Federal,7,4200,3750,317750,7375,28600,102000,28000,1312500,16900,18225,39750,3350,6600
AR441112520191639552,Suomen Keskusta r.p.,,"EU, FI",EU-Parliament,34,27700,24650,1917000,48175,183000,633000,184000,7890000,105700,117150,257250,21200,40800
AR441515834800603136,COMMITTEE TO ELECT KRISTINE,EIN ID 82-3723712,US,US-Federal,6,2400,2150,180250,4250,16500,59000,16000,765000,9800,10500,23250,1950,3800
AR441553218195947520,FRIENDS OF VAL HOYLE,EIN ID 27-1045628,US,US-Federal,12,700,550,49000,1125,4300,15000,4000,202500,2500,2775,6000,500,1000
AR441725360485171200,RASHID FOR COOK,EIN ID 84-2918485,US,US-Federal,9,14700,13050,1080000,25475,97800,331000,97500,4372500,56100,62700,138750,11350,23200
AR441735393528774656,DIGICO LLC,EIN ID 82-0809036,US,US-Federal,12,21500,18700,1569750,36525,138700,480000,139500,6045000,80400,86925,194250,16500,32800
AR441772021009874944,FRIENDS OF ARAVELLA,Registered in New York A71055,US,US-Federal,7,3900,3500,299250,6850,26500,93000,26000,1215000,15600,16950,36750,3150,6200
AR441827202749693952,Antikorupcija-platforma za borbu protiv korupcije,,"ES, EU, HR, PT",EU-Parliament,11,4200,3750,294750,7375,28000,97000,28000,1222500,16200,17925,40500,3300,6400
AR441873176079630336,ELLMAN FOR IL SENATE D21,EIN ID 83-1796960,US,US-Federal,3,1700,1500,124500,2900,11100,38000,11000,480000,6400,6900,15750,1300,2600
AR44195557073223680,MOVEON.ORG CIVIC ACTION,EIN ID 06-1553389,US,US-Federal,11,2000,1800,143500,3550,13500,46000,13500,600000,7800,8700,18750,1500,3000
AR441998451685720064,SOCIALWAY ESERVICES LTD,,"CY, EU",EU-Parliament,3,100,100,9500,250,900,3000,1000,37500,500,600,1500,100,200
AR442289409950220288,UNITING MISSOURI PAC,EIN ID 83-1066014,US,US-Federal,21,139200,118350,10275500,231525,893000,3153000,881000,42375000,528100,574650,1234500,107250,210400
AR442475158695837696,MSEA FUND FOR CHILDREN AND PUBLIC EDUCATION,EIN ID 52-1369000,US,US-Federal,1,100,50,4750,125,400,2000,500,15000,300,300,750,50,0
AR442734987037376512,21ST CENTURY LEADERSHIP FUND,EIN ID 20-2560062,US,US-Federal,1,100,50,4500,125,400,1000,500,22500,200,300,750,50,200
AR442874212697243648,NEWSMAX MEDIA INC,EIN ID 65-0855199,US,US-Federal,168,2604000,2344100,188366500,4584800,17511400,60621000,17503000,791092500,10173400,11218650,24918750,2044100,4080400
AR443057143944314880,CORA FOR MONTANA,FEC ID C00721019,US,US-Federal,10,3800,3450,270750,6700,25500,88000,25500,1140000,14700,16350,36750,2950,5800
AR443060098881814528,TEXAS FEDERATION FOR CHILDREN PAC INC,EIN ID 84-3895713,US,US-Federal,1,3400,3000,255500,5900,22700,80000,22500,1065000,13500,14550,31500,2700,5200
AR443205440575111168,MONTANA NATIVE VOTE,EIN ID 45-5363321,US,US-Federal,2,500,450,38750,900,3500,12000,3500,150000,2000,2175,4500,400,800
AR443277183708823552,Slovenská ľudová strana Andreja Hlinku,,"EU, SK",EU-Parliament,183,9700,8650,679250,16950,64200,223000,64500,2812500,37200,41250,93000,7550,14800
AR443333877277130752,"ADVANCE GEORGIA, INC.",EIN ID 84-2669357,US,US-Federal,71,4500,3800,332750,7475,28700,101000,28500,1335000,16900,18450,39750,3450,6800
AR443477775861415936,WILK FOR SENATE 2020,Registered in California 1392822,US,US-Federal,8,21100,18000,1549500,35250,136200,488000,134000,6525000,81500,87825,189750,16400,32000
AR443547732288733184,KATE BOLZ FOR CONGRESS,FEC ID C00721472,US,US-Federal,6,3200,2800,240250,5450,21000,74000,20500,982500,12400,13500,29250,2500,5000
AR443573776970416128,CFG Action Montana,EIN ID 82-2295568,US,US-Federal,353,99500,86150,7243750,168500,640100,2214000,642500,27900000,371000,401100,895500,76450,151000
AR443846662012534784,HANSEN FOR WISCONSIN,Registered in Wisconsin 0106174,US,US-Federal,54,4000,3450,296500,6700,25900,92000,25500,1237500,15400,16725,36000,3150,6000
AR444049865505243136,HOUSE REPUBLICAN CAMPAIGN COMMITTEE INC,EIN ID 26-4348367,US,US-Federal,4,700,650,52000,1225,4600,16000,4500,202500,2700,2925,6750,550,1000
AR444396211667992576,PETE STAUBER FOR CONGRESS,FEC ID C00650697,US,US-Federal,32,45100,39000,3297000,76325,291500,1024000,291000,13185000,170900,184800,406500,34950,68400
AR444426516957233152,KWEISI MFUME FOR CONGRESS,FEC ID C00726372,US,US-Federal,3,200,200,14500,350,1300,5000,1500,60000,800,825,2250,150,400
AR444440192133103616,SABER COMMUNICATIONS INC,EIN ID 54-1661181,US,US-Federal,41,7100,6150,502500,11975,45500,158000,45500,1972500,26300,28500,63750,5450,10600
AR444563062557507584,BISHOP FOR CONGRESS,FEC ID C00699660,US,US-Federal,10,4100,3750,297250,7350,27800,97000,28000,1245000,16300,17775,40500,3350,6400
AR444619481247907840,SARA PATTERSON,,US,US-Federal,900,6700,5950,481500,11625,44200,152000,44500,1950000,25500,28050,62250,5150,10200
AR444641540199940096,"JOHN WARD FOR CONGRESS, INC.",FEC ID C00657841,US,US-Federal,3,8000,6850,547500,13400,50600,177000,51000,2220000,29600,31800,70500,6050,11800
AR444737266431033344,ZATEZALO 2020,EIN ID 85-0491429,US,US-Federal,135,1100,950,82500,1875,7200,25000,7000,345000,4300,4650,9750,850,1600
AR444820210839453696,ANNE MARIE WARD FOR CONGRESS,FEC ID C00725689,US,US-Federal,12,400,300,25500,625,2400,8000,2500,105000,1400,1500,3750,250,600
AR444851065884508160,VOTECARBAUGH.COM,EIN ID 45-4274386,US,US-Federal,1,300,300,24500,550,2200,8000,2000,105000,1300,1425,3000,250,600
AR444946723396124672,THERESA GREENFIELD FOR IOWA,FEC ID C00708164,US,US-Federal,5,52200,44500,3827500,87075,336500,1205000,331500,16072500,200900,216900,467250,40500,78800
AR445004791353966592,TRADE WORKS FOR AMERICA,EIN ID 83-2892302,US,US-Federal,86,495800,440850,34377500,862400,3265600,11300000,3291500,142770000,1882800,2087850,4681500,391200,749000
AR445165526210052096,JUSTICE NOT POLITICS,EIN ID 27-4589051,US,US-Federal,9,0,0,1000,25,100,0,0,7500,100,75,0,0,0
AR445302209249280,LIZ FOR INDIANA,FEC ID C00651331,US,US-Federal,2,0,0,1250,25,100,0,0,7500,100,75,0,0,0
AR445348388737646592,AMY MCGRATH FOR CONGRESS,FEC ID C00646745,US,US-Federal,43,104400,91200,7636500,178425,677900,2355000,680500,29467500,393200,425325,944250,80350,158200
AR445392575361187840,Safer Future Charitable Trust,,NZ,,94,11200,9550,825250,18625,71800,255000,71000,3427500,42600,46275,99000,8700,16800
AR445403914074849280,NC 8TH DISTRICT DEC,EIN ID 83-2899076,US,US-Federal,6,400,400,30500,750,2800,10000,3000,120000,1600,1800,3750,350,600
AR445522111574835200,STEWART FOR SENATE INC,FEC ID C00650374,US,US-Federal,90,8000,6950,574250,13650,51800,180000,52000,2250000,30000,32625,72750,6150,12000
AR445532350776868864,EMBEE MEDIA,EIN ID 31-1742688,US,US-Federal,9,40700,35850,2816000,70100,265000,912000,267500,11587500,152400,169275,378000,32100,60800
AR445552141986168832,THE HAGADONE CORPORATION,EIN ID 82-0288922,US,US-Federal,6,8000,6950,602000,13650,52500,185000,52000,2437500,31000,33750,72750,6300,12200
AR445901030769557504,ELISE FOR CONGRESS,EIN ID 46-3297120,US,US-Federal,65,74700,66100,5448250,129325,496100,1732000,493500,22890000,290100,318600,698250,58150,115200
AR445910788935254016,EYWA MEDIA INNOVATIONS PRIVATE LTD,,IN,IN-General,36,24400,21650,1688000,42300,160800,554000,161500,6952500,92600,102900,226500,18650,36200
AR445939925993390080,KARL DEAN FOR GOVERNOR,EIN ID 82-0624155,US,US-Federal,4,3000,2600,220500,5125,19500,68000,19500,847500,11300,12225,27000,2300,4600
AR446008782909079552,GEORGIANS FOR KELLY LOEFFLER,EIN ID 84-3859696,US,US-Federal,137,173400,153150,12859750,299550,1154800,4069000,1141500,53715000,681300,740850,1615500,136750,271800
AR44610828871139328,FRIENDS OF MATT DOLAN,EIN ID 47-2938820,US,US-Federal,8,7500,6400,553250,12500,48300,172000,47500,2302500,28700,31125,66750,5850,11200
AR44622579901661184,WENDYROGERS.ORG,FEC ID C00510958,US,US-Federal,8,25300,22150,1847250,43325,164500,572000,165000,7162500,95300,103200,230250,19650,38600
AR446319120066019328,"FIGHTING FOR ALABAMA FUND, INC.",EIN ID 84-2020899,US,US-Federal,4,6800,6150,495500,12050,46000,157000,46000,2077500,26600,29625,65250,5350,11000
AR446654883429351424,KWW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,,"EU, PL",EU-Parliament,38,2500,2200,172750,4325,16400,57000,16500,720000,9500,10500,24000,1950,3800
AR446907083908972544,AMY KENNEDY FOR CONGRESS,FEC ID C00732545,US,US-Federal,19,19100,16750,1388750,32725,125300,433000,125000,5767500,72700,80550,175500,14650,29000
AR446951476690944000,UPTON FOR ALL OF US,FEC ID C00200584,US,US-Federal,21,22600,19750,1659250,38625,147800,517000,147500,6675000,86500,93975,207000,17500,34800
AR447082387294126080,GRETCHEN WHITMER FOR GOVERNOR,Registered in Michigan,US,US-Federal,8,1000,900,74500,1800,6900,24000,7000,315000,4100,4425,9750,800,1600
AR447082524733079552,BRIXIUS,EIN ID 81-2696995,US,US-Federal,12,1600,1350,117000,2650,10300,37000,10000,487500,6100,6600,14250,1250,2400
AR44711983940894720,KENNEBEC VALLEY SOCIETY LLC,EIN ID 84-3087058,US,US-Federal,12,1500,1400,116250,2700,10400,36000,10500,472500,6100,6675,14250,1250,2400
AR447134682815922176,WOODY THRASHER FOR GOVERNOR 2020,EIN ID 83-4307902,US,US-Federal,43,21600,19500,1557500,38150,145600,507000,145500,6555000,84900,93150,207750,17100,33800
AR447249856658931712,"VOTO LATINO, INC.",EIN ID 54-4577218,US,US-Federal,2,900,850,69250,1650,6400,22000,6500,292500,3700,4050,9000,750,1400
AR447694746551320576,MJ FOR TEXAS,FEC ID C00649350,US,US-Federal,117,263800,227550,19363000,445050,1707200,5995000,1695500,78645000,1003000,1090725,2375250,204500,400600
AR44776855126933504,COMMITTEE TO ELECT WALTER T. MOSLEY,EIN ID 47-1720460,US,US-Federal,2,5500,4950,420250,9650,37400,132000,37000,1710000,22000,23925,51750,4450,8600
AR447812806612353024,CALIFORNIANS SUPPORTING BROWNRIGG FOR SENATE 2020,EIN ID 84-4074074,US,US-Federal,21,3300,3000,240750,5875,22500,76000,22500,1012500,13000,14475,31500,2600,5200
AR447862147196649472,Nye Borgerlige,,"DK, EU",EU-Parliament,18,7000,6200,484750,12175,46200,160000,46500,2017500,26700,29550,66000,5500,10600
AR44789980546990080,Christen Democratisch Appèl,,"BE, EU, IE, NL",EU-Parliament,13,1200,1100,92750,2125,8200,29000,8000,382500,4800,5250,11250,1000,1800
AR448028242171920384,"BETTER LEADERS, BETTER COLORADO",Registered in Colorado 20205038933,US,US-Federal,1,1900,1700,146250,3350,13000,46000,13000,592500,7600,8325,18000,1550,3000
AR448102871523655680,CARROT MEDIA SRL,,"EU, RO",EU-Parliament,61,9000,7700,665250,15075,58200,208000,57500,2790000,34700,37500,81000,7050,13600
AR448115172309991424,KDH,,"EU, SK",EU-Parliament,7,10400,9550,743000,18650,71100,240000,71000,3225000,41000,45825,100500,8000,16400
AR448308617637003264,RICHARD JAUSSI,Registered in Utah,US,US-Federal,5,0,0,1500,25,100,1000,0,7500,100,75,0,0,0
AR44846742834774016,FREE TO CHOOSE NETWORK,EIN ID 52-1455677,US,US-Federal,1,400,350,29250,700,2700,9000,2500,120000,1600,1725,3750,300,600
AR448910050497396736,SARAH RIGGS AMICO FOR LIEUTENANT GOVERNOR,EIN ID 82-2809168,US,US-Federal,15,5200,4550,381500,8950,34000,118000,34000,1477500,19800,21300,47250,4050,8000
AR448931284815708160,ÖVP Landesparteileitung,,"AT, EU",EU-Parliament,17,2200,2000,160250,3900,14900,52000,15000,682500,8700,9525,21000,1700,3400
AR44896564455407616,CARLA FOR CT,EIN ID 85-0930886,US,US-Federal,8,600,500,42500,975,3700,13000,3500,180000,2200,2400,5250,450,800
AR449020757574418432,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES'  COMMUNITY ACTION FUND PAC,FEC ID C00687848,US,US-Federal,3,1100,950,79250,1850,7000,24000,7000,307500,4100,4425,9750,850,1600
AR449077657301155840,TOM STEYER 2020,FEC ID C00711614,US,US-Federal,133,60400,54300,4282500,106200,404200,1389000,405500,17880000,232100,258075,582000,47200,94400
AR449206368881082368,ANTONE FOR CONGRESS,EIN ID 84-3595291,US,US-Federal,9,17700,15000,1323500,29375,112400,394000,112000,5190000,66200,72600,154500,13550,26800
AR449208430465384448,COMMITTEE TO RE-ELECT CHIEF JUSTICE BRIDGET MARY MCCORMACK,EIN ID 84-4158264,US,US-Federal,3,1200,1050,89750,2025,7900,28000,7500,375000,4700,5100,11250,950,1800
AR449259214158692352,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,FEC ID C00395467,US,US-Federal,15,33900,29400,2521250,57525,222100,790000,219000,10470000,131900,142725,308250,26600,52200
AR449318381628162048,PETER PISCHKE,,US,US-Federal,1,100,50,4500,100,400,1000,500,15000,200,225,750,50,0
AR449323810466824192,NANCY MACE FOR CONGRESS,EIN ID 84-1966263,US,US-Federal,14,1600,1400,111750,2775,10500,36000,10500,465000,6000,6750,15000,1200,2400
AR449347724844728320,TAMMY YOUNG FOR CONGRESS,"FEC ID C00725051, EIN ID 84-3492898",US,US-Federal,4,100,100,8500,225,800,3000,1000,37500,500,525,1500,100,200
AR449779077000200192,KRISS MARION FOR SW WISCONSIN,EIN ID 82-3573063,US,US-Federal,83,3900,3300,286250,6450,24900,88000,24500,1185000,14800,16050,34500,3000,5800
AR450025711202205696,LEA MARQUEZ PETERSON FOR CONGRESS,FEC ID C00663054,US,US-Federal,15,8100,7050,573250,13750,52200,181000,52500,2272500,30200,32700,73500,6300,12200
AR450089276718186496,DEMOCRATIC STRATEGY INSTITUTE,FEC ID C00745786,US,US-Federal,59,34100,29000,2522000,56700,218300,774000,216000,10357500,129800,140850,303000,26300,51600
AR45020946708299776,PAUL ENGEL,,US,US-Federal,1,100,50,4000,100,400,1000,500,15000,200,225,750,50,0
AR450262655957991424,ΣΣ ΙΠΠΟΚΑΜΠΟΣ ΕΛΛΑΣ ΙΚΕ,,"EU, GR",EU-Parliament,16,6500,5800,451750,11325,42900,148000,43000,1867500,24700,27375,61500,5150,9800
AR45030704873996288,KDU-ČSL,,"CZ, EU",EU-Parliament,8,1300,1100,95750,2175,8400,30000,8500,405000,5000,5400,12000,1000,2000
AR450404630396928000,SCISM FOR SENATE,EIN ID 84-2945396,US,US-Federal,2,0,0,750,25,100,0,0,0,0,75,0,0,0
AR450880375334371328,SUPPORT OUR FIRE FIGHTERS PAC,EIN ID 83-1416334,US,US-Federal,7,3400,2950,241000,5775,21900,76000,22000,960000,12700,13650,30750,2650,5200
AR450909031356170240,"DIRECTMAIL 2.0, LLC",EIN ID 46-4444909,US,US-Federal,144,1700,1550,129250,3000,11600,41000,11500,540000,6800,7425,16500,1350,2800
AR451042484579991552,ΧΑΤΖΗΜΙΧΑΗΛ ΙΩΣΗΦ,,"EU, GR",EU-Parliament,9,700,600,47750,1200,4500,16000,4500,195000,2600,2850,6750,550,1000
AR451132369655562240,Apurv Modi,,IN,IN-General,8,200,200,15750,375,1500,5000,1500,60000,800,900,2250,150,400
AR451162606225326080,GROWTH ENERGY,EIN ID 26-3542537,US,US-Federal,7,70000,60750,5179750,118850,450500,1568000,453500,19740000,261800,283575,634500,53300,108200
AR451197240841601024,"COR STRATEGIES, INC",EIN ID 27-1216210,US,US-Federal,26,6200,5600,462250,10975,42500,148000,42000,1905000,24600,27075,60750,5050,10200
AR451216688453517312,MUDr. Pavel Stodůlka Ph.D,,"CZ, EU, SK",EU-Parliament,71,4400,3700,321500,7275,28100,100000,27500,1350000,16800,18150,39000,3400,6600
AR45127118299856896,FRIENDS OF JIM INHOFE,FEC ID C00207993,US,US-Federal,36,800,750,60000,1425,5500,20000,5500,255000,3300,3525,7500,650,1400
AR451284377138102272,JESSICA CISNEROS FOR CONGRESS,FEC ID C00709006,US,US-Federal,59,29000,26300,2070750,51450,195800,667000,196500,8790000,112800,125700,279000,22550,45200
AR451384363976753152,STEC FOR SENATE,EIN ID 85-1869594,US,US-Federal,5,1100,950,82750,1875,7300,26000,7000,345000,4300,4725,9750,850,1800
AR451727961360433152,CAMPAIGN FUND OF DEAN SCHAMORE,EIN ID 83-1720602,US,US-Federal,4,1800,1550,134750,3050,11700,41000,11500,555000,6900,7575,16500,1400,2800
AR451892407068262400,CANDACE FOR 24,FEC ID C00702225,US,US-Federal,39,45700,39550,3354750,77325,298200,1059000,294500,14137500,177400,192075,416250,35650,69800
AR45199067591999488,GREENE FOR CONGRESS,FEC ID C00708289,US,US-Federal,14,5800,5150,438750,10125,39000,139000,38500,1807500,23200,25050,54000,4650,9200
AR452030876813885440,VOTE YES FOR BRISTOL,Registered in Virginia RC2000005,US,US-Federal,3,100,100,7000,150,600,2000,500,30000,400,375,750,50,200
AR452055821983940608,LALOTA FOR CONGRESS,FEC ID C00727354,US,US-Federal,3,200,150,11000,275,1000,4000,1000,45000,600,675,1500,100,200
AR452277511015890944,MORRISEY FOR SENATE INC,FEC ID C00651075,US,US-Federal,203,38600,33700,2801000,65900,250300,870000,251500,10890000,145200,156975,349500,29750,58400
AR452341076531871744,HAYSTAQ DNA LLC,EIN ID 36-4754188,US,US-Federal,9,17200,15150,1221000,29600,112400,390000,113000,4965000,65200,71475,158250,13350,26000
AR452429243620524032,BETSY RADER FOR CONGRESS,FEC ID C00637967,US,US-Federal,5,1800,1600,132250,3100,11800,41000,12000,510000,6800,7350,16500,1400,2800
AR452553144837079040,WISCONSIN REALTORS POLITICAL FUND,Registered in Wisconsin 1100058,US,US-Federal,7,7700,6550,563000,12800,49400,177000,48500,2362500,29500,31875,68250,5950,11600
AR452619665290559488,CITIZENS FOR FREE ENTERPRISE,EIN ID 85-1360921,US,US-Federal,65,359500,306150,26409750,598725,2311700,8256000,2278500,110542500,1377100,1490025,3207000,279300,540800
AR452623101264396288,"FRIENDS OF ANTHONY A. SCARPINO, JR.",Registered in New York C06080,US,US-Federal,5,800,750,64250,1500,5800,21000,5500,270000,3400,3750,8250,700,1400
AR452888702041980928,SAVE OUR NEIGHBORHOODS,FEC ID 83-1499556,US,US-Federal,1,300,250,21750,500,1900,7000,2000,82500,1100,1200,3000,200,400
AR453031020078301184,FRIENDS OF ABINANTI,EIN ID 13-3525096,US,US-Federal,2,3100,2700,232500,5325,20600,72000,20500,937500,12100,13125,28500,2450,4800
AR453152241235263488,THE HOMESLICE GROUP,EIN ID 36-4781463,US,US-Federal,174,1400,1250,106500,2475,9500,34000,9500,435000,5600,6075,13500,1150,2200
AR453171207810842624,"Radicali Italiani - Movimento liberale, liberista, libertario",,"EU, IT",EU-Parliament,4,400,350,29750,675,2600,9000,2500,120000,1500,1650,3750,300,600
AR453294284393676800,KAHELE FOR CONGRESS,EIN ID 83-3170298,US,US-Federal,1,7800,7000,567750,13675,52200,181000,52000,2362500,30400,33450,73500,6150,12000
AR453403410922733568,BURCHETT FOR CONGRESS,FEC ID C00652149,US,US-Federal,105,2600,2250,187250,4425,16900,59000,17000,757500,9900,10800,24000,2000,4000
AR453487111245398016,KWW Koalicja Bezpartyjni i Samorządowcy,,"EU, PL",EU-Parliament,862,3300,3000,233250,5850,22200,77000,22500,997500,13000,14175,32250,2650,5200
AR45350662757679104,MASSACHUSETTS RIGHT TO REPAIR COMMITTEE,EIN ID 45-3457951,US,US-Federal,62,54500,46350,4005250,90625,349600,1246000,345000,16702500,208200,225375,484500,42200,82000
